"RefNo","SupplierName","DatePosted","Details","PaymentMode","AmountDr","AmountCr","TransNo","AccountUsed","FormID","ItemName","Measures","Quantity","UnitCost","VehicleNo"
"Alloted To YongXing Steel Company Ltd On 26 August 2026 By 10:48:23 AM","YongXing Steel Company Ltd","2026-08-26 00:00:00","10 Tons Of 12 MM LOCAL At N735,000.00 Per Unit Cost. Vehicle No (GGE 11 YN IZU LAGOS)."," ========== ",7350000,0,"OST27826104823"," ========== ","OST","12 MM LOCAL","Tons","10","735000.00","GGE 11 YN IZU LAGOS"
"Alloted To YongXing Steel Company Ltd On 26 August 2026 By 10:49:50 AM","YongXing Steel Company Ltd","2026-08-26 00:00:00","30 Tons Of 16 MM LOCAL At N735,000.00 Per Unit Cost. Vehicle No (ASB 731 ZL Emma Warri)."," ========== ",22050000,0,"OST27826104950"," ========== ","OST","16 MM LOCAL","Tons","30","735000.00","ASB 731 ZL Emma Warri"
"Alloted To YongXing Steel Company Ltd On 26 August 2026 By 10:50:46 AM","YongXing Steel Company Ltd","2026-08-26 00:00:00","30 Tons Of 12 MM LOCAL At N735,000.00 Per Unit Cost. Vehicle No (ASB 731 ZL Emma Warri)."," ========== ",22050000,0,"OST27826105046"," ========== ","OST","12 MM LOCAL","Tons","30","735000.00","ASB 731 ZL Emma Warri"
"Alloted To YongXing Steel Company Ltd On 26 August 2026 By 12:00:26 PM","YongXing Steel Company Ltd","2026-08-26 00:00:00","8 Tons Of 12 MM LOCAL At N735,000.00 Per Unit Cost. Vehicle No (RLU 710 XE)."," ========== ",5880000,0,"OST2782612026"," ========== ","OST","12 MM LOCAL","Tons","8","735000.00","RLU 710 XE"
"Alloted To YongXing Steel Company Ltd On 26 August 2026 By 2:03:43 PM","YongXing Steel Company Ltd","2026-08-26 00:00:00","2 Tons Of 16 MM LOCAL At N735,000.00 Per Unit Cost. Vehicle No (RLU 710 XE)."," ========== ",1470000,0,"OST2782614343"," ========== ","OST","16 MM LOCAL","Tons","2","735000.00","RLU 710 XE"
"YongXing Steel Company Ltd Payment On 26 August 2026 By 2:06:50 PM","YongXing Steel Company Ltd","2026-08-26 00:00:00","Payment Made","Cheque",0,61000000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 26 August 2026 By 2:09:08 PM","YongXing Steel Company Ltd","2026-08-26 00:00:00","20 Tons Of 12 MM LOCAL At N735,000.00 Per Unit Cost. Vehicle No (KJA 90 XJ Marvelous Benin)."," ========== ",14700000,0,"OST278261498"," ========== ","OST","12 MM LOCAL","Tons","20","735000.00","KJA 90 XJ Marvelous Benin"
"Alloted To YongXing Steel Company Ltd On 26 August 2026 By 2:09:51 PM","YongXing Steel Company Ltd","2026-08-26 00:00:00","30 Tons Of 12MM TMT At N975,000.00 Per Unit Cost. Vehicle No (KJA 90 XJ Marvelous Benin)."," ========== ",29250000,0,"OST2782614951"," ========== ","OST","12MM TMT","Tons","30","975000.00","KJA 90 XJ Marvelous Benin"
"YongXing Steel Company Ltd Payment On 26 August 2026 By 2:10:45 PM","YongXing Steel Company Ltd","2026-08-26 00:00:00","Payment Made","Cheque",0,104500000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 26 August 2026 By 2:11:51 PM","YongXing Steel Company Ltd","2026-08-26 00:00:00","Payment Made","Cheque",0,16000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 26 August 2026 By 2:12:30 PM","YongXing Steel Company Ltd","2026-08-26 00:00:00","Payment Made","Cheque",0,27950000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 26 August 2026 By 2:13:40 PM","YongXing Steel Company Ltd","2026-08-26 00:00:00","60 Tons Of 12 MM LOCAL At N735,000.00 Per Unit Cost. Vehicle No (AWK 163 YK Onyeka Bayelsa)."," ========== ",44100000,0,"OST27826141340"," ========== ","OST","12 MM LOCAL","Tons","60","735000.00","AWK 163 YK Onyeka Bayelsa"
"YongXing Steel Company Ltd Payment On 26 August 2026 By 2:14:54 PM","YongXing Steel Company Ltd","2026-08-26 00:00:00","Payment Made","Cheque",0,13100000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 26 August 2026 By 2:17:05 PM","YongXing Steel Company Ltd","2026-08-26 00:00:00","Payment Made","Cheque",0,31000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 27 August 2026 By 2:20:22 PM","YongXing Steel Company Ltd","2026-08-27 00:00:00","Payment Made","Cheque",0,73500000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 27 August 2026 By 4:11:35 PM","YongXing Steel Company Ltd","2026-08-27 00:00:00","Payment Made","Cheque",0,36230000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 27 August 2026 By 4:12:11 PM","YongXing Steel Company Ltd","2026-08-27 00:00:00","Payment Made","Cheque",0,46000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 06 August 2026 By 4:26:01 PM","YongXing Steel Company Ltd","2026-08-06 00:00:00","Payment Made","Cheque",0,11000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 18 August 2026 By 4:27:02 PM","YongXing Steel Company Ltd","2026-08-18 00:00:00","Payment Made","Cheque",0,46988000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 19 August 2026 By 4:27:58 PM","YongXing Steel Company Ltd","2026-08-19 00:00:00","Payment Made","Cheque",0,17851500,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 27 August 2026 By 1:00:29 PM","YongXing Steel Company Ltd","2026-08-27 00:00:00","Payment Made","Cheque",0,51310000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 27 August 2026 By 1:12:20 PM","YongXing Steel Company Ltd","2026-08-27 00:00:00","Payment Made","Cheque",0,58912000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 28 August 2026 By 1:56:40 PM","YongXing Steel Company Ltd","2026-08-28 00:00:00","Payment Made","Cheque",0,53500000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 28 August 2026 By 2:04:29 PM","YongXing Steel Company Ltd","2026-08-28 00:00:00","Payment Made","Cheque",0,54600000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 27 August 2026 By 3:39:29 PM","YongXing Steel Company Ltd","2026-08-27 00:00:00","80 Tons Of 12 MM LOCAL At N733,000.00 Per Unit Cost. Vehicle No (FGG 166 XE Soneb Awka)."," ========== ",58640000,0,"OST28826153929"," ========== ","OST","12 MM LOCAL","Tons","80","733000.00","FGG 166 XE Soneb Awka"
"Alloted To YongXing Steel Company Ltd On 27 August 2026 By 3:40:06 PM","YongXing Steel Company Ltd","2026-08-27 00:00:00","20 Tons Of 16 MM LOCAL At N733,000.00 Per Unit Cost. Vehicle No (FGG 166 XE Soneb Awka)."," ========== ",14660000,0,"OST2882615406"," ========== ","OST","16 MM LOCAL","Tons","20","733000.00","FGG 166 XE Soneb Awka"
"Alloted To YongXing Steel Company Ltd On 27 August 2026 By 3:41:48 PM","YongXing Steel Company Ltd","2026-08-27 00:00:00","50 Tons Of 12 MM LOCAL At N733,000.00 Per Unit Cost. Vehicle No (AKD 336 YA MARVELLOUS BENIN)."," ========== ",36650000,0,"OST28826154148"," ========== ","OST","12 MM LOCAL","Tons","50","733000.00","AKD 336 YA MARVELLOUS BENIN"
"Alloted To YongXing Steel Company Ltd On 27 August 2026 By 3:42:34 PM","YongXing Steel Company Ltd","2026-08-27 00:00:00","10 Tons Of 16 MM LOCAL At N733,000.00 Per Unit Cost. Vehicle No (AKD 336 YA MARVELLOUS BENIN)."," ========== ",7330000,0,"OST28826154234"," ========== ","OST","16 MM LOCAL","Tons","10","733000.00","AKD 336 YA MARVELLOUS BENIN"
"Alloted To YongXing Steel Company Ltd On 27 August 2026 By 3:43:31 PM","YongXing Steel Company Ltd","2026-08-27 00:00:00","20 Tons Of 12 MM STANDARD At N793,000.00 Per Unit Cost. Vehicle No (AKL 754 XD)."," ========== ",15860000,0,"OST28826154331"," ========== ","OST","12 MM STANDARD","Tons","20","793000.00","AKL 754 XD"
"Alloted To YongXing Steel Company Ltd On 27 August 2026 By 3:44:27 PM","YongXing Steel Company Ltd","2026-08-27 00:00:00","10 Tons Of 12 MM LOCAL At N733,000.00 Per Unit Cost. Vehicle No (AKL 754 XD)."," ========== ",7330000,0,"OST28826154427"," ========== ","OST","12 MM LOCAL","Tons","10","733000.00","AKL 754 XD"
"Alloted To YongXing Steel Company Ltd On 27 August 2026 By 3:45:29 PM","YongXing Steel Company Ltd","2026-08-27 00:00:00","10 Tons Of 16 MM STANDARD At N793,000.00 Per Unit Cost. Vehicle No (AKL 754 XD)."," ========== ",7930000,0,"OST28826154529"," ========== ","OST","16 MM STANDARD","Tons","10","793000.00","AKL 754 XD"
"Alloted To YongXing Steel Company Ltd On 27 August 2026 By 3:46:53 PM","YongXing Steel Company Ltd","2026-08-27 00:00:00","10 Tons Of 16 MM LOCAL At N733,000.00 Per Unit Cost. Vehicle No (AKL 754 XD)."," ========== ",7330000,0,"OST28826154653"," ========== ","OST","16 MM LOCAL","Tons","10","733000.00","AKL 754 XD"
"Alloted To YongXing Steel Company Ltd On 27 August 2026 By 3:52:03 PM","YongXing Steel Company Ltd","2026-08-27 00:00:00","50 Tons Of 12 MM LOCAL At N733,000.00 Per Unit Cost. Vehicle No (UWN 734 ZL)."," ========== ",36650000,0,"OST2882615523"," ========== ","OST","12 MM LOCAL","Tons","50","733000.00","UWN 734 ZL"
"Alloted To YongXing Steel Company Ltd On 27 August 2026 By 3:52:58 PM","YongXing Steel Company Ltd","2026-08-27 00:00:00","20 Tons Of 16 MM LOCAL At N733,000.00 Per Unit Cost. Vehicle No (UWN 734 ZL)."," ========== ",14660000,0,"OST28826155258"," ========== ","OST","16 MM LOCAL","Tons","20","733000.00","UWN 734 ZL"
"Alloted To YongXing Steel Company Ltd On 27 August 2026 By 3:54:04 PM","YongXing Steel Company Ltd","2026-08-27 00:00:00","26 Tons Of 16MM TMT At N973,000.00 Per Unit Cost. Vehicle No (BEN 348 YA EMEKA WARRI)."," ========== ",25298000,0,"OST2882615544"," ========== ","OST","16MM TMT","Tons","26","973000.00","BEN 348 YA EMEKA WARRI"
"Alloted To YongXing Steel Company Ltd On 27 August 2026 By 3:55:21 PM","YongXing Steel Company Ltd","2026-08-27 00:00:00","24 Tons Of 12MM TMT At N973,000.00 Per Unit Cost. Vehicle No (BEN 348 YA EMEKA WARRI)."," ========== ",23352000,0,"OST28826155521"," ========== ","OST","12MM TMT","Tons","24","973000.00","BEN 348 YA EMEKA WARRI"
"Alloted To YongXing Steel Company Ltd On 27 August 2026 By 3:57:16 PM","YongXing Steel Company Ltd","2026-08-27 00:00:00","10 Tons Of 12 MM LOCAL At N733,000.00 Per Unit Cost. Vehicle No (BEN 348 YA EMEKA WARRI)."," ========== ",7330000,0,"OST28826155716"," ========== ","OST","12 MM LOCAL","Tons","10","733000.00","BEN 348 YA EMEKA WARRI"
"Alloted To YongXing Steel Company Ltd On 27 August 2026 By 3:58:46 PM","YongXing Steel Company Ltd","2026-08-27 00:00:00","4 Tons Of 16 MM LOCAL At N733,000.00 Per Unit Cost. Vehicle No (BEN 348 YA EMEKA WARRI)."," ========== ",2932000,0,"OST28826155846"," ========== ","OST","16 MM LOCAL","Tons","4","733000.00","BEN 348 YA EMEKA WARRI"
"Alloted To YongXing Steel Company Ltd On 28 August 2026 By 4:59:33 PM","YongXing Steel Company Ltd","2026-08-28 00:00:00","8 Tons Of 16 MM STANDARD At N790,000.00 Per Unit Cost. Vehicle No (NSK 320 ZY)."," ========== ",6320000,0,"OST28826165933"," ========== ","OST","16 MM STANDARD","Tons","8","790000.00","NSK 320 ZY"
"Alloted To YongXing Steel Company Ltd On 28 August 2026 By 5:00:25 PM","YongXing Steel Company Ltd","2026-08-28 00:00:00","32 Tons Of 12 MM STANDARD At N790,000.00 Per Unit Cost. Vehicle No (NSK 320 ZY)."," ========== ",25280000,0,"OST2882617025"," ========== ","OST","12 MM STANDARD","Tons","32","790000.00","NSK 320 ZY"
"Alloted To YongXing Steel Company Ltd On 28 August 2026 By 5:01:10 PM","YongXing Steel Company Ltd","2026-08-28 00:00:00","30 Tons Of 16 MM LOCAL At N730,000.00 Per Unit Cost. Vehicle No (NSK 320 ZY)."," ========== ",21900000,0,"OST2882617110"," ========== ","OST","16 MM LOCAL","Tons","30","730000.00","NSK 320 ZY"
"Alloted To YongXing Steel Company Ltd On 28 August 2026 By 5:02:26 PM","YongXing Steel Company Ltd","2026-08-28 00:00:00","40 Tons Of 16MM TMT At N970,000.00 Per Unit Cost. Vehicle No (FKJ 421 XX EMMA WARRI)."," ========== ",38800000,0,"OST2882617226"," ========== ","OST","16MM TMT","Tons","40","970000.00","FKJ 421 XX EMMA WARRI"
"Alloted To YongXing Steel Company Ltd On 28 August 2026 By 5:03:13 PM","YongXing Steel Company Ltd","2026-08-28 00:00:00","20 Tons Of 12 MM STANDARD At N790,000.00 Per Unit Cost. Vehicle No (FKJ 421 XX EMMA WARRI)."," ========== ",15800000,0,"OST2882617313"," ========== ","OST","12 MM STANDARD","Tons","20","790000.00","FKJ 421 XX EMMA WARRI"
"Alloted To YongXing Steel Company Ltd On 28 August 2026 By 5:06:18 PM","YongXing Steel Company Ltd","2026-08-28 00:00:00","40 Tons Of 12 MM LOCAL At N730,000.00 Per Unit Cost. Vehicle No (BEN 686 ZU Easy Link)."," ========== ",29200000,0,"OST2882617618"," ========== ","OST","12 MM LOCAL","Tons","40","730000.00","BEN 686 ZU Easy Link"
"Alloted To YongXing Steel Company Ltd On 28 August 2026 By 5:06:55 PM","YongXing Steel Company Ltd","2026-08-28 00:00:00","12 Tons Of 16 MM LOCAL At N730,000.00 Per Unit Cost. Vehicle No (BEN 686 ZU Easy Link)."," ========== ",8760000,0,"OST2882617655"," ========== ","OST","16 MM LOCAL","Tons","12","730000.00","BEN 686 ZU Easy Link"
"Alloted To YongXing Steel Company Ltd On 28 August 2026 By 5:07:34 PM","YongXing Steel Company Ltd","2026-08-28 00:00:00","8 Tons Of 12MM TMT At N970,000.00 Per Unit Cost. Vehicle No (BEN 686 ZU Easy Link)."," ========== ",7760000,0,"OST2882617734"," ========== ","OST","12MM TMT","Tons","8","970000.00","BEN 686 ZU Easy Link"
"Alloted To YongXing Steel Company Ltd On 28 August 2026 By 5:08:13 PM","YongXing Steel Company Ltd","2026-08-28 00:00:00","2 Tons Of 16MM TMT At N970,000.00 Per Unit Cost. Vehicle No (BEN 686 ZU Easy Link)."," ========== ",1940000,0,"OST2882617813"," ========== ","OST","16MM TMT","Tons","2","970000.00","BEN 686 ZU Easy Link"
"YongXing Steel Company Ltd Payment On 28 August 2026 By 5:09:22 PM","YongXing Steel Company Ltd","2026-08-28 00:00:00","Payment Made","Cheque",0,29200000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 28 August 2026 By 5:09:56 PM","YongXing Steel Company Ltd","2026-08-28 00:00:00","Payment Made","Cheque",0,27000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 28 August 2026 By 5:10:38 PM","YongXing Steel Company Ltd","2026-08-28 00:00:00","Payment Made","Cheque",0,2000000,"nip","Uba Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 28 August 2026 By 5:11:16 PM","YongXing Steel Company Ltd","2026-08-28 00:00:00","Payment Made","Cheque",0,51100000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 28 August 2026 By 3:10:26 PM","YongXing Steel Company Ltd","2026-08-28 00:00:00","30 Tons Of 12MM TMT At N970,000.00 Per Unit Cost. Vehicle No (AKL 756 XD)."," ========== ",29100000,0,"OST31826151026"," ========== ","OST","12MM TMT","Tons","30","970000.00","AKL 756 XD"
"Alloted To YongXing Steel Company Ltd On 28 August 2026 By 3:11:23 PM","YongXing Steel Company Ltd","2026-08-28 00:00:00","30 Tons Of 16MM TMT At N970,000.00 Per Unit Cost. Vehicle No (AKL 756 XD)."," ========== ",29100000,0,"OST31826151123"," ========== ","OST","16MM TMT","Tons","30","970000.00","AKL 756 XD"
"Alloted To YongXing Steel Company Ltd On 28 August 2026 By 3:14:08 PM","YongXing Steel Company Ltd","2026-08-28 00:00:00","60 Tons Of 12MM TMT At N970,000.00 Per Unit Cost. Vehicle No (RLU 710 XE)."," ========== ",58200000,0,"OST3182615148"," ========== ","OST","12MM TMT","Tons","60","970000.00","RLU 710 XE"
"Alloted To YongXing Steel Company Ltd On 28 August 2026 By 3:14:39 PM","YongXing Steel Company Ltd","2026-08-28 00:00:00","10 Tons Of 16MM TMT At N970,000.00 Per Unit Cost. Vehicle No (RLU 710 XE)."," ========== ",9700000,0,"OST31826151439"," ========== ","OST","16MM TMT","Tons","10","970000.00","RLU 710 XE"
"YongXing Steel Company Ltd Payment On 28 August 2026 By 3:15:58 PM","YongXing Steel Company Ltd","2026-08-28 00:00:00","Payment Made","Cheque",0,64460000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 29 August 2026 By 3:18:29 PM","YongXing Steel Company Ltd","2026-08-29 00:00:00","20 Tons Of 12MM TMT At N970,000.00 Per Unit Cost. Vehicle No (JJJ 986 YK IZU LAGOS)."," ========== ",19400000,0,"OST31826151829"," ========== ","OST","12MM TMT","Tons","20","970000.00","JJJ 986 YK IZU LAGOS"
"Alloted To YongXing Steel Company Ltd On 29 August 2026 By 3:19:06 PM","YongXing Steel Company Ltd","2026-08-29 00:00:00","10 Tons Of 16MM TMT At N970,000.00 Per Unit Cost. Vehicle No (JJJ 986 YK IZU LAGOS)."," ========== ",9700000,0,"OST3182615196"," ========== ","OST","16MM TMT","Tons","10","970000.00","JJJ 986 YK IZU LAGOS"
"YongXing Steel Company Ltd Payment On 29 August 2026 By 3:20:00 PM","YongXing Steel Company Ltd","2026-08-29 00:00:00","Payment Made","Cheque",0,29100000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"Alloted To YongXing Steel Company Ltd On 29 August 2026 By 3:21:41 PM","YongXing Steel Company Ltd","2026-08-29 00:00:00","70 Tons Of 12 MM LOCAL At N730,000.00 Per Unit Cost. Vehicle No ( UMG 125 XC)."," ========== ",51100000,0,"OST31826152141"," ========== ","OST","12 MM LOCAL","Tons","70","730000.00"," UMG 125 XC"
"YongXing Steel Company Ltd Payment On 29 August 2026 By 3:37:31 PM","YongXing Steel Company Ltd","2026-08-29 00:00:00","Payment Made","Cheque",0,29100000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
"YongXing Steel Company Ltd Payment On 29 August 2026 By 3:38:40 PM","YongXing Steel Company Ltd","2026-08-29 00:00:00","Payment Made","Cheque",0,22000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== "," ========== ","0"
